id;NU_ANO_CENSO;CO_IES;CO_CURSO;TP_TURNO;TP_GRAU_ACADEMICO;TP_MODALIDADE_ENSINO;ID_ALUNO;CO_ALUNO_CURSO;TP_COR_RACA;TP_SEXO;NU_ANO_NASCIMENTO;NU_MES_NASCIMENTO;NU_DIA_NASCIMENTO;NU_IDADE;TP_NACIONALIDADE;IN_DEFICIENCIA;TP_SITUACAO;QT_CARGA_HORARIA_TOTAL;QT_CARGA_HORARIA_INTEG;DT_INGRESSO_CURSO;IN_INGRESSO_VESTIBULAR;IN_INGRESSO_ENEM;IN_INGRESSO_VAGA_REMANESC;IN_INGRESSO_EGRESSO;IN_RESERVA_VAGAS;IN_RESERVA_ETNICO;IN_RESERVA_DEFICIENCIA;IN_RESERVA_ENSINO_PUBLICO;IN_RESERVA_RENDA_FAMILIAR;IN_RESERVA_OUTRA;IN_APOIO_SOCIAL;IN_APOIO_ALIMENTACAO;IN_APOIO_BOLSA_PERMANENCIA;IN_APOIO_BOLSA_TRABALHO;IN_APOIO_MATERIAL_DIDATICO;IN_APOIO_MORADIA;IN_APOIO_TRANSPORTE;ATIV_EXTRA;IN_COMPLEMENTAR_ESTAGIO;IN_COMPLEMENTAR_EXTENSAO;IN_COMPLEMENTAR_MONITORIA;IN_COMPLEMENTAR_PESQUISA;IN_BOLSA_ESTAGIO;IN_BOLSA_EXTENSAO;IN_BOLSA_MONITORIA;IN_BOLSA_PESQUISA;TP_ESCOLA_CONCLUSAO_ENS_MEDIO;IN_MATRICULA;IN_CONCLUINTE;IN_INGRESSO_TOTAL;NU_ANO_INGRESSO;TP_COR_RACA_AGRUP;TIPO_INGRESSO;DT_NASCIMENTO;SEMESTRE_INGRESSO;ANO_SEMESTRE_INGRESSO;TP_SITUACAO_AGRUP;NU_CARGA_HORARIA;NO_CURSO;IDADE_INGRESSO;SEMESTRE_CONCLUSAO;DT_CONCLUSAO;TEMP_SEMEST_ATE_FORMAT;TEMP_SEMEST_Cursando;TEMPOS;IN_CENSURA;AREA_INGRESSO;NU_CARGA_HORARIA_NOVA;PCT_INTEG;PCT_INTEG_INTERV;INTEG_SEMEST;IN_EVASAO;TP_SITUACAO_NOVA;INGRESSO_ENEM;TEMP_SEMEST_Cursando_retido;TP_SITUACAO_NEW;EVENTOS_COD;CENSURA;status_cens;RESERVA_ESCOLA
263;2019;578;13281;Integral;Bacharelado;1;F81B08F8CFDBA5D8715EDDBA566B5F9D;44463439;Parda;Masculino;2001;8;24;18;Brasileira;Não;Cursando;2598;340;01/01/2019;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação de ingresso total;2019;Preta, Parda e Indígena;Enem;24/08/2001;1º semestre;2019,1;Cursando;3006;Estatística;17;Não concluinte;Não concluinte;NA;2;2;0;Area 1;3006;11,31;[0,25];8;Cursando;Cursando;1;Cursando;Cursando;0;0;0;SemReserva/privada
264;2019;578;13281;Integral;Bacharelado;1;C14B8957D47103071E374E58C6F94E7A;44540665;Parda;Masculino;1997;6;22;22;Brasileira;Não;Cursando;2598;0;01/01/2019;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação de ingresso total;2019;Preta, Parda e Indígena;Enem;22/06/1997;1º semestre;2019,1;Cursando;3006;Estatística;22;Não concluinte;Não concluinte;NA;2;2;0;Area 1;3006;0;[0,25];8;Cursando;Cursando;1;Cursando;Cursando;0;0;0;Reserva/pública
265;2019;578;13281;Integral;Bacharelado;1;59BF0CF6D52AFD3378D38F25B3628770;44571365;Parda;Masculino;2001;5;17;18;Brasileira;Não;Cursando;2598;68;01/01/2019;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação de ingresso total;2019;Preta, Parda e Indígena;Enem;17/05/2001;1º semestre;2019,1;Cursando;3006;Estatística;18;Não concluinte;Não concluinte;NA;2;2;0;Area 1;3006;2,26;[0,25];8;Cursando;Cursando;1;Cursando;Cursando;0;0;0;Reserva/pública
266;2019;578;13276;Integral;Licenciatura;1;278E00117AD4E8619B71DE1ADB27AD8C;44532524;Branca;Feminino;1973;8;23;46;Brasileira;Não;Cursando;3192;986;01/01/2011;Sim;Não;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2011;Branca e Amarela;Vestibular;23/08/1973;1º semestre;2011,1;Cursando;3192;Matemática;37;Não concluinte;Não concluinte;NA;18;18;0;Area 1;3192;30,89;(25,50];8;Evadido;Evadido;0;retido;Retido;3;1;1;SemReserva/privada
267;2019;578;13276;Integral;Licenciatura;1;CE58E04F1588A96DD67A7B906A85F828;43363941;Não declarou;Masculino;1990;12;20;29;Brasileira;Não;Cursando;3192;714;01/07/2013;Não;Não;Sim;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2013;Não declarou;Vagas Remanescentes;20/12/1990;2º semestre;2013,2;Cursando;3192;Matemática;23;Não concluinte;Não concluinte;NA;13;13;0;Area 1;3192;22,37;[0,25];7;Evadido;Evadido;0;retido;Retido;3;1;1;SemReserva/privada
268;2019;578;13276;Integral;Licenciatura;1;5A0DE9E9CE201072CA724833F7B6E04E;44464271;Não declarou;Feminino;1988;11;8;31;Brasileira;Não dispõe de informação (Não resposta);Cursando;3192;2176;01/01/2012;Sim;Não;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2012;Não declarou;Vestibular;08/11/1988;1º semestre;2012,1;Cursando;3192;Matemática;23;Não concluinte;Não concluinte;NA;16;16;0;Area 1;3192;68,17;(50,75];8;Cursando;Cursando;0;Cursando;Cursando;0;0;0;SemReserva/privada
269;2019;578;13276;Integral;Licenciatura;1;1C770C2E1F9D7B2B7F827E64C42395D6;44573217;Preta;Feminino;1980;6;13;39;Brasileira;Não;Cursando;3192;1700;01/01/2013;Sim;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Sim;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Sim;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2013;Preta, Parda e Indígena;Vestibular;13/06/1980;1º semestre;2013,1;Cursando;3192;Matemática;33;Não concluinte;Não concluinte;NA;14;14;0;Area 1;3192;53,26;(50,75];7;Cursando;Cursando;0;Cursando;Cursando;0;0;0;Reserva/pública
270;2019;578;13276;Integral;Licenciatura;1;E064AA73E04B38BC0069DCE5D0A51E09;43365822;Não declarou;Masculino;1991;5;13;28;Brasileira;Não;Cursando;3192;1428;01/01/2013;Sim;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2013;Não declarou;Vestibular;13/05/1991;1º semestre;2013,1;Cursando;3192;Matemática;22;Não concluinte;Não concluinte;NA;14;14;0;Area 1;3192;44,74;(25,50];7;Evadido;Evadido;0;retido;Retido;3;1;1;SemReserva/privada
271;2019;578;13276;Integral;Licenciatura;1;3127ECED71CC23F7E318C509A4F5694E;43362297;Parda;Masculino;1992;7;31;27;Brasileira;Não;Cursando;3192;2252;01/01/2011;Sim;Não;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2011;Preta, Parda e Indígena;Vestibular;31/07/1992;1º semestre;2011,1;Cursando;3192;Matemática;18;Não concluinte;Não concluinte;NA;18;18;0;Area 1;3192;70,55;(50,75];8;Cursando;Cursando;0;Cursando;Cursando;0;0;0;Reserva/pública
272;2019;578;13276;Integral;Licenciatura;1;06A370B2357135DE0E4E976B52B16C59;43367391;Preta;Masculino;1992;8;30;27;Brasileira;Não dispõe de informação (Não resposta);Cursando;3192;748;01/01/2011;Sim;Não;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2011;Preta, Parda e Indígena;Vestibular;30/08/1992;1º semestre;2011,1;Cursando;3192;Matemática;18;Não concluinte;Não concluinte;NA;18;18;0;Area 1;3192;23,43;[0,25];8;Evadido;Evadido;0;retido;Retido;3;1;1;Reserva/pública
273;2019;578;13276;Integral;Licenciatura;1;F10DFC0EAE3EA8447265558416CE24A7;41975709;Amarela;Feminino;1992;9;1;27;Brasileira;Não dispõe de informação (Não resposta);Cursando;3192;1326;01/01/2011;Sim;Não;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2011;Branca e Amarela;Vestibular;01/09/1992;1º semestre;2011,1;Cursando;3192;Matemática;18;Não concluinte;Não concluinte;NA;18;18;0;Area 1;3192;41,54;(25,50];8;Evadido;Evadido;0;retido;Retido;3;1;1;SemReserva/privada
274;2019;578;13276;Integral;Licenciatura;1;41352D021B02B6EC0046B536C6F5F18D;44465180;Parda;Masculino;1961;2;4;58;Brasileira;Não;Cursando;3192;3026;01/01/2011;Sim;Não;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2011;Preta, Parda e Indígena;Vestibular;04/02/1961;1º semestre;2011,1;Cursando;3192;Matemática;50;Não concluinte;Não concluinte;NA;18;18;0;Area 1;3192;94,8;(75,100];8;Cursando;Cursando;0;Cursando;Cursando;0;0;0;Reserva/pública
275;2019;578;13276;Integral;Licenciatura;1;59FB7C7BB1030D65317DA1A27178B31C;44533133;Preta;Masculino;1979;10;16;40;Brasileira;Não;Cursando;3192;748;01/01/2012;Sim;Não;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2012;Preta, Parda e Indígena;Vestibular;16/10/1979;1º semestre;2012,1;Cursando;3192;Matemática;32;Não concluinte;Não concluinte;NA;16;16;0;Area 1;3192;23,43;[0,25];8;Evadido;Evadido;0;retido;Retido;3;1;1;Reserva/pública
276;2019;578;13276;Integral;Licenciatura;1;C3CC9BE77225ECC1125B455B509F9844;43360267;Parda;Feminino;1993;4;18;26;Brasileira;Não;Cursando;3192;3134;01/01/2012;Sim;Não;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2012;Preta, Parda e Indígena;Vestibular;18/04/1993;1º semestre;2012,1;Cursando;3192;Matemática;19;Não concluinte;Não concluinte;NA;16;16;0;Area 1;3192;98,18;(75,100];8;Cursando;Cursando;0;Cursando;Cursando;0;0;0;Reserva/pública
277;2019;578;13276;Integral;Licenciatura;1;205F2C90F6CABE300E62B882CC99E3FB;43359995;Parda;Feminino;1991;4;13;28;Brasileira;Não;Cursando;3192;1904;01/01/2012;Sim;Não;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2012;Preta, Parda e Indígena;Vestibular;13/04/1991;1º semestre;2012,1;Cursando;3192;Matemática;21;Não concluinte;Não concluinte;NA;16;16;0;Area 1;3192;59,65;(50,75];8;Cursando;Cursando;0;Cursando;Cursando;0;0;0;Reserva/pública
278;2019;578;13276;Integral;Licenciatura;1;FE15473122977265AE3A299B4FE5E535;44302965;Não declarou;Masculino;1994;6;8;25;Brasileira;Não;Cursando;3192;2142;01/01/2012;Sim;Não;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2012;Não declarou;Vestibular;08/06/1994;1º semestre;2012,1;Cursando;3192;Matemática;18;Não concluinte;Não concluinte;NA;16;16;0;Area 1;3192;67,11;(50,75];8;Cursando;Cursando;0;Cursando;Cursando;0;0;0;SemReserva/privada
279;2019;578;13276;Integral;Licenciatura;1;1976F832BAC1704BF768EA82ED3D4BAF;44300611;Parda;Masculino;1992;5;4;27;Brasileira;Não;Cursando;3192;1258;01/01/2012;Sim;Não;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2012;Preta, Parda e Indígena;Vestibular;04/05/1992;1º semestre;2012,1;Cursando;3192;Matemática;20;Não concluinte;Não concluinte;NA;16;16;0;Area 1;3192;39,41;(25,50];8;Evadido;Evadido;0;retido;Retido;3;1;1;Reserva/privada
280;2019;578;13276;Integral;Licenciatura;1;ECEEEE26D422702CACE93DE457C5C442;41974230;Parda;Feminino;1986;5;16;33;Brasileira;Não;Cursando;3192;3090;01/01/2013;Sim;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Sim;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Sim;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2013;Preta, Parda e Indígena;Vestibular;16/05/1986;1º semestre;2013,1;Cursando;3192;Matemática;27;Não concluinte;Não concluinte;NA;14;14;0;Area 1;3192;96,8;(75,100];7;Cursando;Cursando;0;Cursando;Cursando;0;0;0;Reserva/pública
281;2019;578;13276;Integral;Licenciatura;1;17F4B85A9C076084D9B61835C0F0AC01;43361225;Parda;Masculino;1988;5;6;31;Brasileira;Não;Cursando;3192;2602;01/01/2013;Sim;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Sim;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2013;Preta, Parda e Indígena;Vestibular;06/05/1988;1º semestre;2013,1;Cursando;3192;Matemática;25;Não concluinte;Não concluinte;NA;14;14;0;Area 1;3192;81,52;(75,100];7;Cursando;Cursando;0;Cursando;Cursando;0;0;0;Reserva/pública
